id,name,category,description_full,summary,tags_csv,lat,lng,address,price_level,website,phone,picture_url,source,source_url,processing_status,published_at,updated_at,ai_verified,ai_verification_date
11,Halfway Brunch & Roastery,Restaurants,"On Soi Ngam Duphli, where the past lingers in low-rise buildings and tangled wires, a new collaboration has appeared between UNFINISHED Coffee Roaster of Wang Hin and PEPE Bangkok from Sukhumvit. The house they share looks as if someone stopped midway through building it – a brutalist shell, bare concrete and awkward lines left to weather – yet the effect is deliberate. Inside, the same offbeat energy continues, a patchwork of chairs and tables, nothing quite matching but everything seeming to belong. The menu leans Australian in spirit: brunch with a wanderer’s passport, folded through with techniques borrowed from elsewhere. Coffee takes centre stage with two blends, one nutty, one fruity, while for those avoiding caffeine there are thick smoothies and sticky s’mores concoctions that make a morning feel like a holiday. Address: 8 Ngam Duphli Alley, Thung Maha Mek, Sathon. 082-664-7191. Open daily 8am-5pm","A unique café blends Australian brunch with eclectic decor in a raw, unfinished space. Specialty coffee takes center stage alongside thick smoothies and indulgent s'mores. Perfect for a laid-back morning, the atmosphere invites exploration and relaxation.","café,brunch,coffee,smoothies",13.7188476,100.5444793,"8 Soi Ngam Du Phli, Khwaeng Thung Maha Mek, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",,,,https://media.timeout.com/images/106305305/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/halfway-brunch-roastery,summarized,2025-09-06T04:00:20,2025-09-06T04:28:49,,
12,Double Slash (Rama II),Restaurants,"Tucked inside Clix mall, the Double Slash is more like a coffee workshop than a cafe. The space feels like a quiet duet of wood and concrete, with a sleek black marble bar dividing slow brew from special curated espresso. Through glass, you get a backstage pass to the roastery and pastry kitchen – a front row seat to one of the most anticipated cafes of 2025. At the heart of it all is Vee, the owner who won Thailand’s National Barista Champion in 2023. He moved from a cramped Rama 3 spot with one goal – to create a place where every detail works in harmony, so with that in mind pull up a seat as this could become your next go-to coffee shop. Address: CLIX Rama 2 Community Mall, Soi 54 Lane 4, Bang Khun Thian. Open Daily 7.30am-5pm.","A coffee workshop vibe defines this café, where a sleek black marble bar showcases expertly brewed drinks. Guests enjoy a view of the roastery and pastry kitchen, enhancing the artisan experience. Open daily from 7:30 AM to 5 PM, it's ideal for those who appreciate quality craftsmanship in their coffee.","cafe,chill,coffee workshop,artisan,roastery,pastry",13.6628391,100.4345898,"41, 1 Rama II Soi 54, Khwaeng Samae Dam, Bangkhuntien, Krung Thep Maha Nakhon 10150, Thailand",,,,https://media.timeout.com/images/106305269/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/double-slash-rama-ii,summarized,2025-09-06T04:00:21,2025-09-06T04:28:49,,
13,Craftsman at Oldtown,Restaurants,"When it comes to turning old spaces into something special, Craftsman Roastery knows exactly what they’re doing. After charming Bangkok with locations such as Baan Ajarn Farang and the Bamrung Nukulkij Printing House branch, the team is now back on Bamrung Muang Road, bringing new life to a century-old Sino-Portuguese shophouse. From the outside, the building still wears its history proudly, but step inside and you’ll find a space filled with warmth, thoughtful design, and the comforting scent of coffee in the air. The menu here leans into their signature blends, including wrench wood blend, which carries rich, rum-raisin notes that linger just long enough, and the single-origin huai khun phar village, a lighter roast with soft, berry-like acidity. And while coffee is clearly the star, don’t overlook freshly baked pies – golden, buttery, and just sweet enough to make you consider a second slice. Address: 23 Bamrung Mueang Rd, San Chao Pho Sua, Phra Nakhon. 064-808-5262. Open Daily 7.30am-5pm","A cozy café in a historic Sino-Portuguese shophouse offers signature coffee blends and freshly baked pies. The warm atmosphere invites relaxation, making it a perfect spot for coffee enthusiasts. Unique flavors like rum-raisin and berry notes elevate the experience.","cafe,chill,family,freshly_baked_pies,coffee",13.751484699999999,100.4970993,"23 Thanon Bamrung Mueang, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",,,,https://media.timeout.com/images/106305328/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/craftsman-at-oldtown,summarized,2025-09-06T04:00:37,2025-09-06T04:28:49,,
14,Little Giant,Restaurants,"In the restless sprawl around Victory Monument, where buses coil in on themselves and pavements seem permanently mid-step, a small cafe has taken root. It doesn’t try to compete with the noise outside; instead it slows everything down. The menu features two signature blends from Port Coffee: ‘giant’, a mellow mix of beans from Brazil and Laos, and ‘little’, a lighter, Ethiopia-forward blend. Both are brewed with noticeable patience and meticulous care. Behind the counter, trays of cakes and loaves cool on racks, and their smell drifts out each time the door swings open. It’s the sort of place made for a pause, for staring out of the window with nothing in your hands but a warm cup and the brief possibility of stillness. Address: 452/2 Ratchawithi Rd, Thanon Phaya Thai, Ratchathewi. 062-563-0694. Open Mon-Fri 7am-4.30pm, Sat-Sun 7.30am-5pm","A cozy café offers a peaceful retreat from Bangkok's hustle. Signature blends from Port Coffee pair perfectly with freshly baked pastries in a relaxed atmosphere. Perfect for unwinding, the space invites you to savor stillness with a warm cup.","cafe,chill,coffee,pastries",13.763003800000002,100.5421336,"Little Giant, 452/2 Thanon Ratchawithi, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",,,,https://media.timeout.com/images/106305303/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/little-giant,summarized,2025-09-06T04:00:38,2025-09-06T04:28:49,,
15,Thirdbase,Restaurants,"In Ekkamai, a district that has long practised the art of looking unbothered, a new community space has slipped in without fanfare, rearranging the atmosphere in the process. It stands on a patch of ground already busy with cafes, wine rooms and shops that deal in pens as if they were jewellery. The structure itself is all clarity – confident angles, open spans – but inside the air softens. Low-lit corners appear ready for long afternoons, while furniture feels chosen rather than bought, each piece placed with intent rather than instinct. There’s a sense of lingering here, a pace that resists Bangkok’s usual sprint, where you can watch the light crawl across the floor and feel, just for a moment, that staying put counts as an activity. Address: 38 Charoen Chai Alley, Khlong Tan Nuea, Watthana. 082-925-6365. Open daily 7.30am-6pm","A serene café in Ekkamai offers a perfect escape from the city's hustle. With thoughtfully selected furniture and soft lighting, it invites guests to linger over specialty brews throughout the day. The inviting atmosphere encourages relaxation and connection, making it ideal for unwinding with friends or a good book.","café,Ekkamai,relaxing,specialty coffee",13.7298768,100.59041049999999,"38 Soi Charoen Chai, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",,,,https://media.timeout.com/images/106305309/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/thirdbase,summarized,2025-09-06T04:00:39,2025-09-06T04:28:49,,
16,Table Talk Cafe,Restaurants,"If you’re after a spot that feels like grabbing coffee at a friend’s place, this is it. Tucked away in a quiet corner of Bang Khun Non, a small bunch of creative folks turned an old shophouse into a cosy little community space with all kinds of cool stuff – vintage clothes, retro furniture, good food and this chill cafe. The name, Table Talk Cafe, pretty much sums it up. It’s meant to feel laid-back and welcoming, like you’re just swinging by your friend’s for a catch-up. Only this friend happens to roast their own beans, so expect some interesting single-origin options such as congo and uganda. The vibe is all vintage charm, and the moment Chet Baker comes on in the background, you’re hooked. Address: 629/67, Charan Sanit Wong Rd, Bang Khun Non, Bangkok Noi. 081-982-8289. Open Mon-Tue & Fri 10am-8pm, Sat-Sun 9am-9pm. Closed Wed-Thu","A cozy café tucked away in Bang Khun Non offers a warm, welcoming vibe perfect for casual meet-ups. Specialty coffee features unique single-origin beans from Congo and Uganda, all served in a vintage-inspired setting. Enjoy the relaxed atmosphere while listening to smooth Chet Baker tunes.","cafe,chill,vintage,community,coffee,local",13.763500899999999,100.4732164,"629/67 Charan Sanit Wong Rd, Khwaeng Bang Khun Non, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700, Thailand",,,,https://media.timeout.com/images/106305363/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/table-talk-cafe,summarized,2025-09-06T04:00:40,2025-09-06T04:28:49,,
17,WWA Hua Lamphong,Restaurants,"Long loved for blending cafe culture with fashion, WWA's new spot in Hua Lamphong – feels a little calmer and more polished. The space is all clean lines and soft light, with floor-to-ceiling glass panels that let sunshine pour in from every direction. The drinks are the headline here. True to its name, World Wide Arabica brings together beans from local growers and international roasters – think Doi Chang, Pang Khon, Ethiopia, Brazil – with a barista ready to hook you up whether you want a silky drip or a bold iced Americano. Foodwise, it’s a thoughtful mix of light and hearty – fresh house bread, rich brownie and kimchi fried rice that feels like a warm, nostalgic hug. Address: 318 Maha Phruettharam Rd, Khwaeng Maha Phruttharam, Khet Bang Rak. 02-266-4116. Open Daily 8.30am-10.30pm.","A polished café in Hua Lamphong showcases a blend of local and international coffee beans. Bright and airy, the space invites relaxation while offering a menu of light bites and hearty dishes. Specialties include expertly crafted drinks like silky drips and bold iced Americanos.","cafe,chill,family,coffee,light meals",13.737492999999999,100.51628439999999,"318 Thanon Mahaphruttharam, Khwaeng Maha Phruttharam, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",,,,https://media.timeout.com/images/106305323/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/wwa-hua-lamphong,summarized,2025-09-06T04:00:41,2025-09-06T04:28:49,,
18,Edspaze Cafe,Restaurants,"With its ‘simpler, better’ philosophy, the Edspaze Café is a masterclass in modern minimalism. Expect whitewashed walls, clean architectural lines, and a gleaming stainless-steel coffee bar that anchors the space – ideal if you’re after a chill yet refined spot. Seating downstairs is cosy, and the second floor doubles as a productive co‑working or meeting space. Coffee is taken seriously here. Every drink is brewed using single origin beans, with roasting and brewing methods tailored in-house. Try filter coffee made with Colombia Rose Valley beans for juicy berry notes. Edspaze pours single‑origin Brazil espresso straight over their in-house chilled milk – clean, bold contrast between hot coffee and cold milk. Don’t leave without trying the Melted Cheesecake, a dessert that took four years to perfect. Made with Madagascar vanilla and crafted over 36 hours, it delivers a melt-in-the-mouth texture somewhere between ice cream and cheesecake. Address: 5 Ratchaphruek Rd, Bang Ramat, Taling Chan. 083-935-3555. Open Daily 7am-6.30pm","A minimalist café features a gleaming stainless-steel coffee bar and cozy seating, perfect for relaxed conversations or productive work. Specializing in single-origin brews, the menu highlights unique drinks like filter coffee with Colombia Rose Valley beans. Don't miss the Melted Cheesecake, a dessert crafted over 36 hours for a delightful texture.","café,minimalist,coffee,dessert",13.766636499999999,100.44399159999999,"35 Thanon Ratchaphruek, Khwaeng Bang Ramat, Khet Taling Chan, Krung Thep Maha Nakhon 10170, Thailand",,,,https://media.timeout.com/images/106305360/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/edspaze-cafe,summarized,2025-09-06T04:00:42,2025-09-06T04:28:49,,
19,Early BKK,Restaurants,"Hidden in a quiet corner of the city, this serene spot opens its doors early, welcoming morning people, pet lovers and anyone who appreciates a slower, greener way of life. The space is bright, breezy and bathed in natural light, with minimalist decor that leans on wood tones, plants and upcycled elements. Everything here follows a strong eco-conscious ethos with no plastic cups or straws in sight, waste bins for easy sorting placed around the cafe and solar panels powering parts of the space. Besides the good vibes, the menu is just as thoughtful. Expect wholesome brunch plates, fresh bakes, plant-based options and locally sourced coffee served in reusable cups. Four-legged friends are more than welcome, too. Address: My Paws Backyard, Ram Intra 34 Alley. 065-989-9242. Open Mon–Fri 8.30am–6.30pm, Sat–Sun 9am–7pm. Closed Mon.","A serene café tucked away in a quiet corner, welcoming morning people and pet lovers alike. The menu features wholesome brunch dishes and plant-based options, all served in eco-friendly style. Bright and breezy, the space is perfect for those who appreciate a greener lifestyle.","cafe,chill,family,vegan,eco-friendly,pet-friendly",13.8479747,100.6338,"Ramintra, Khwaeng Tha Raeng, Khet Bang Khen, Krung Thep Maha Nakhon 10220, Thailand",,,,https://media.timeout.com/images/106305276/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/early-bkk,summarized,2025-09-06T04:00:43,2025-09-06T04:28:49,,
20,Lie Awake,Restaurants,"Slip into Lie Awake, the black-cat-branded cafe somehow feels more boutique than a gas station. Its Bauhaus-style wood-and-white interiors lean minimalist yet inviting, complete with a sleepy black cat mascot that seems to supervise every coffee pour. Rather than generic roast levels, Lie Awake offers five thoughtfully named single-origin blends – think Keep You Awake for a punchy dark roast, or Dandelions for something floral and bright. Names that actually tell you what to expect. The sweet side skews Japanese‑inspired – tiramisu and matcha pudding show up regularly, with a lighter touch on sugar and a focus on creamy textures. Come hungry at lunch: the team also turns out Neapolitan‑style pizzas with a chewy crust and concise topping list – mushroom, Parma ham, or salami – a smart use of overlapping baking ingredients to minimise food waste. Address: 207 Phet Kasem Rd, Pak Khlong Phasi Charoen, Phasi Charoen. 098-190-9555. Open Daily 7am-7pm","A cozy café with minimalist Bauhaus style, it offers unique single-origin coffee blends and delightful Japanese-inspired desserts. Neapolitan-style pizzas add a savory option for lunch, showcasing a commitment to quality and sustainability. The sleepy black cat mascot adds a charming touch to the inviting atmosphere.","cafe,restaurant,chill,coffee,pizza,desserts",13.7215735,100.4603223,"207 Phet Kasem Rd, Khwaeng Pak Khlong Phasi Charoen, Khet Phasi Charoen, Krung Thep Maha Nakhon 10160, Thailand",,,,https://media.timeout.com/images/106305301/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/lie-awake,summarized,2025-09-06T04:00:44,2025-09-06T04:28:49,,
