name,description
Bangkok Espresso Bar Est. 2012 (Ari),"Bangkok Espresso Bar — винтажный эспрессо‑бар в Бангкоке. Локация: Ari / Phaya Thai. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: быстрая подача, честные цены, несколько посадочных мест. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Coffee No. 9 (Ari),"Coffee No. 9 — ультра‑компактный эспрессо‑бар в Бангкоке. Локация: Ari. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: «dirty», йузу‑кофе и доступные цены, акцент на напиток. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Porcupine Café (Ari),"Porcupine Café — уютное кафе с десертами в Бангкоке. Локация: Ari. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: домашняя атмосфера, витрина сладостей, спокойный темп. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Sarnies Bangkok (Charoen Krung),"Sarnies Bangkok — кофейня‑бистро и ростери в Бангкоке. Локация: Charoen Krung (Bang Rak). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: собственная обжарка, бранч‑меню, индустриальный интерьер. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Sarnies Roastery (Ton Son),"Sarnies Roastery — кофейня при ростери в Бангкоке. Локация: Soi Ton Son (Chit Lom / Pathum Wan). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: вид на производство, свежая обжарка, выпечка. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
La Cabra (Talad Noi),"La Cabra (Talad Noi) — скандинавская кофейня‑пекарня в Бангкоке. Локация: Talad Noi / Charoen Krung. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: светлые профили, датская выпечка, минималистский интерьер. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
La Cabra Bakery (Silom),"La Cabra Bakery (Silom) — пекарня‑кофейня в Бангкоке. Локация: Silom Soi 3. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: утренний кофе и выпечка, скандинавский минимализм. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
PORTS Coffee & Roastery (Tha Tien),"PORTS Coffee & Roastery — кофейня‑ростери в Бангкоке. Локация: Tha Tien (Rattanakosin). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: японские мотивы, фирменный «dirty», уютный второй этаж. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Invisible Coffee Room (Sukhumvit 16),"Invisible Coffee Room — камерное арт‑кафе в Бангкоке. Локация: Sukhumvit 16 (Khlong Toei). Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: минималистский дизайн, спокойная музыка, матчалатте в линейке. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Walden Home Café (Khlong San),"Walden Home Café — «домашняя» спешиалти‑кофейня в Бангкоке. Локация: Khlong San. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: ламповая атмосфера, простые десерты, спокойные тона. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Piccolo Vicolo (GalileOasis),"Piccolo Vicolo — спрятанная кофейня в арт‑кластере в Бангкоке. Локация: GalileOasis (Wat Phraya Yang Alley). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: индустриальная эстетика, много зелени, тихая гавань. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
% Arabica (CentralWorld),"% Arabica CentralWorld — дизайнерская кофейня международного бренда в Бангкоке. Локация: Ratchaprasong (CentralWorld). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: Kyoto Latte, фирменный белый минимализм, стабильное качество. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
% Arabica (EmQuartier Roastery),"% Arabica EmQuartier — роустери‑филиал бренда в Бангкоке. Локация: EmQuartier (Phrom Phong). Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: демонстрация обжарки, фотогеничное пространство, линейка зерна. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
% Arabica (Empire Tower 55F),"% Arabica Empire Tower — видовая дизайнерская кофейня в Бангкоке. Локация: Empire Tower, 55 этаж (Sathon). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: панорамные окна, «bean cellar», «destination coffee». Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
HARIO CAFE (Sukhumvit 33),"HARIO CAFE Sukhumvit 33 — японский «слоу‑бар» в Бангкоке. Локация: Sukhumvit 33 (Phrom Phong). Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: вороночный фильтр, колдбрю, матча; шоурум аксессуаров HARIO. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
HARIO CAFE (Thaniya Plaza / Silom),"HARIO CAFE Thaniya Plaza — японский «слоу‑бар» в Бангкоке. Локация: Thaniya Plaza (Silom). Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: ручные методы заваривания, компактный формат, кофе «to go». Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
D’ARK (EmQuartier),"D’ARK EmQuartier — кофейня‑бистро и ростери в Бангкоке. Локация: EmQuartier (Phrom Phong). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: чёрно‑белая эстетика, comfort‑food, свежая обжарка. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
D’ARK (ICONSIAM),"D’ARK ICONSIAM — кофейня‑бистро и ростери в Бангкоке. Локация: ICONSIAM (Khlong San). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — эспрессо‑напитки и ручные методы (пуровер/фильтр); молочные напитки подаются стабильно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: вид на реку, плотное меню, стабильная подача. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Floral Café at Napasorn (Pak Khlong Talat),"Floral Café at Napasorn — арт‑кафе с флористическим интерьером в Бангкоке. Локация: Pak Khlong Talat (Old Town). Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: секретный сад, десерты с цветочными мотивами, фотогеничность. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
(UN)FASHION Café (Ekkamai / Sukhumvit 39),"(UN)FASHION Café — винтажное тематическое кафе в Бангкоке. Локация: Ekkamai / Sukhumvit 39. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: японский вайб, магазин винтажной одежды по соседству, спокойная эстетика. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Sretsis Parlour (Central Embassy),"Sretsis Parlour — десертная и чайная от модного бренда в Бангкоке. Локация: Central Embassy (Phloen Chit). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: фантазийный декор, сеты полуденного чая, фарфор и пастель. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Blue Whale Local Eatery (Tha Tien),"Blue Whale Local Eatery — дизайнерское кафе в Бангкоке. Локация: Tha Tien / рядом с Wat Pho. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: «голубой латте» на цветке анчан, синие интерьеры, популярность у туристов. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Wallflowers Café (Chinatown / Soi Nana),"Wallflowers Café — арт‑ и флорал‑кафе в Бангкоке. Локация: Chinatown (Soi Nana). Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: оранжерея, винтаж, десерты; атмосфера «secret garden». Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Corgi in the Garden (Bang Khae),"Corgi in the Garden — кафе с собаками (корги) в Бангкоке. Локация: Bang Khae (запад Бангкока). Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: интерактивные сессии с питомцами, светлый интерьер, семейный формат. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Dog in Town (Ekkamai),"Dog in Town Ekkamai — кафе с собаками в Бангкоке. Локация: Ekkamai. Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: открытая зона общения, фотозоны, правила этичного взаимодействия. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Dog in Town (Ari),"Dog in Town Ari — кафе с собаками в Бангкоке. Локация: Ari. Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: уютный филиал, тайм‑слоты, кофе и десерты, семейная атмосфера. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
TrueLove @ Neverland (Husky Café),"TrueLove @ Neverland — кафе с хаски в Бангкоке. Локация: Ari / Phaya Thai. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: фикcированные сессии, инструктаж, безопасная зона игр и фото. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Shibainu Story (Dragon Town / Banthat Thong),"Shibainu Story — кафе с шиба‑ину в Бангкоке. Локация: Banthat Thong (проект Dragon Town). Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: зона кафе + зона общения, фотогеничный формат, семейный досуг. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Big Dog Café (Huai Khwang),"Big Dog Café — кафе с крупными собаками в Бангкоке. Локация: Huai Khwang. Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: просторные залы, контроль комфорта животных, фотосеты. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Dog Country Café (Thawi Watthana),"Dog Country Café — кафе‑парк с собаками в Бангкоке. Локация: Thawi Watthana (запад). Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: большая территория, лужайки и зоны игр, семейный формат. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Bangkok Dog Café (city center),"Bangkok Dog Café — городское кафе с собаками в Бангкоке. Локация: центральная часть города. Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: светлый интерьер, фото‑зоны, правила безопасности и тайм‑слоты. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Caturday Cat Café (Ratchathewi),"Caturday Cat Café — кэт‑кафе в Бангкоке. Локация: Ratchathewi (Cocowalk Avenue). Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: известный проект, много резидентов‑котов, популярность у гостей. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Mohu Mohu Café (Si Phraya),"Mohu Mohu Café — японское кэт‑кафе в Бангкоке. Локация: Si Phraya (Bang Rak). Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: адопшн‑подход, бронирование по выходным, японские десерты. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
CatNip Cafe (Sathon / Narathiwas),"CatNip Cafe — кафе для любителей котов в Бангкоке. Локация: Sathon / Naradhiwas Soi 8. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: домашняя атмосфера, кофе/мороженое, работает с 2010 года. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Indicat Cat Café (Bang Phlat),"Indicat Cat Café — просторное кэт‑кафе в Бангкоке. Локация: Bang Phlat. Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: чистые залы, много котиков‑резидентов, демократичное посещение. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
