name,description_full,source_url
SUBWERK Club (Sukhumvit 23),"Compact underground club focusing on hard techno and psy‑trance with a Yamaha Pro sound system and immersive light show. Since its 2025 relocation, listings show weekly raves and international bookings. It’s a raw, dedicated dance floor for electronic heads.",https://www.instagram.com/subwerk_bkk/
LIV Bangkok (Ekkamai),"High‑production Ekkamai superclub with commercial EDM, hip‑hop and pop programming, large screens and choreographed show moments. Social updates through 2025 point to ticketed headliners and themed nights. Dress codes and ID checks are enforced at the door.",https://www.facebook.com/liv.bangkok/
Salone Di Vita (Ekkamai),Fashion‑inflected luxury nightclub in Ekkamai that leans hip‑hop and pop and markets itself like a runway afterparty. 2025 lineups feature international and Thai DJs with staged bottle shows and VIP platforms. The aesthetic is glam—think photo ops everywhere.,https://www.instagram.com/salone.bkk/
"Upper House (Sukhumvit 24, 24BLVD)","Glam‑pop club from the Baccarat team on the 2nd floor of 24BLVD, dialing up R&B and house to a late finish. The room is small but theatrically lit; socials show nightly DJ rosters and collab parties in 2025. Expect a dressy crowd and strong door presence.",https://upperhousebangkok.com/
Baccarat (Sukhumvit 24),"Stylish club at the Davis Hotel complex, profiled by BK Magazine for its moody New‑York‑winter vibe and serious sound investment. Programming spans international guests and Bangkok residents with a bottle‑service‑led floor plan. Dress sharp; reservations advised for weekend prime time.",https://bk.asia-city.com/nightlife/news/bangkoks-hot-new-baccarat-nightclub-puts-new-york-style-sukhumvit-soi-24
DJ Station (Silom Soi 2),"Bangkok’s most famous gay dance club with nightly shows, packed pop sing‑alongs and interconnected rooms. Queues form before the stage segments on weekends; entry often includes a drink. It anchors the Soi 2–Soi 4 circuit for an all‑night hop.",https://www.facebook.com/djstationbangkok/
G Bangkok (Silom),"After‑hours LGBTQ+ club formerly known as G.O.D., running circuit‑leaning house and high‑energy pop into the small hours. The multilevel layout and strobe‑heavy production draw late‑night dancers after neighboring bars close. Door policies vary by event—watch socials for details.",https://www.facebook.com/gbangkok.club/
FAKE Club The Next Gen,"Large‑scale LGBTQ+ nightclub with elaborate stage shows, dancers and pop remixes, frequently hosting special performers. The main floor is built for spectacle with standing room at the stage and tables ringing the room. Themed events are announced weeks ahead on social channels.",https://www.facebook.com/FAKECLUBBANGKOKTH/
RIM Bangkok (Sathorn),"Sleek, late‑night Sathorn venue mixing DJ‑driven dance music with a fashion‑forward crowd and table‑focused service. 2025 coverage in regional media and its feeds confirm a full schedule of international and local guests. Expect smart dress codes and curated lighting design.",https://www.instagram.com/rim.bangkok/
Studio Lam,"Beloved music club by the ZudRangMa crew blending vinyl culture, live sets and DJs—from molam and funk to global dance rhythms. It’s intimate, sound‑focused and a hub for Bangkok’s left‑field selectors. Nights vary by concept—check listings for styles and start times.",https://www.instagram.com/studiolambangkok/
Dope & Dirty (Ekkamai Soi 7),"Hip‑hop‑centric late‑night spot with guest rappers, MCs and party crews on rotation; a favorite for trap and Thai rap fans. The floor gets tight after midnight and tables move fast on weekends. Expect loud, neon‑heavy staging and bottle service front and center.",https://www.instagram.com/dopeanddirtyclub/
TopOne Club (Ratchada),"Thai‑style mega‑club in Ratchada with live singers, dancers and DJ segments across a sprawling room. It’s built for big nights with friends—table parades, lasers and sing‑along hooks. Social pages show nightly entertainment and peak‑hour crowds in 2025.",https://www.facebook.com/TopOneClubOfficial/
SNOP (Ratchada),"Long‑running Thai live‑music nightclub featuring bands, dancers and DJs, famous for rowdy sing‑alongs and huge production. The atmosphere is celebratory and loud, with tables filling quickly for shows. Expect Thai chart hits and party classics rather than underground styles.",https://www.facebook.com/SnopClub/
Tic Tac Toe (EMSPHERE),"A dating‑themed club concept at the EMSPHERE mall with magenta lighting, a DJ‑led soundtrack and playful crowd‑interaction features. Events run nightly, from themed parties to brand nights, pulling a dressed‑up mall crowd. It’s a photogenic, social-media‑driven party room.",https://nightify.co/venues/tictactoe
Find The PhotoBooth (Thonglor),"Speakeasy‑meets‑club from the Locker Room team accessed via a working photo booth, often featuring live music or DJ guests. Cocktails are serious but the energy goes late on weekends as the room fills. Check socials for performance nights and table policy.",https://www.theworlds50best.com/discovery/Establishments/Thailand/Bangkok/Find-the-Photo-Booth.html
#FindTheLockerRoom (Thonglor),An intimate hidden room behind a wall of gym lockers that flips from cocktail lounge to DJ‑led late night on special events. Reservations keep the small space comfortable; when the decks are on it becomes a compact dance party. Hospitality is top‑tier even when it’s standing room only.,https://findthelockerroom.com/
Havana Social (Soi 11),"A Cuban‑themed speakeasy with live Latin sets and DJs that often turns into a small, high‑energy dance floor late at night. While cocktail‑led, it functions as a club on weekends with salsa‑leaning rhythms and spirited crowd participation. Entry via a phone booth sets the scene.",https://www.havanasocialbkk.com/
Wall Street (Soi 11),"Lively Soi 11 room with commercial dance and hip‑hop, LED visuals and a bottle‑service‑driven setup. It’s a common stop on Soi 11 crawls alongside Levels and Sugar, with rotating themed nights. Expect a tourist‑heavy, high‑octane atmosphere.",https://www.instagram.com/wallstreet.bkk/
The Club at Koi (Sathorn),Sky‑high party space formerly known as Ce La Vi that continues to host branded club nights and guest DJs on select dates. Dress codes are enforced; the glass‑walled views add a special‑occasion feel. Check schedules—events are not nightly but draw big crowds when they run.,https://www.facebook.com/clubatkoi/
VIOLETT (Thonglor),Boutique Thonglor club known for its moody lighting and bass‑forward sets from house to techno and hip‑hop crossovers. Event calendars show themed nights and guest selectors; the floor gets tight at peak. Smart‑casual dress is the norm.,https://www.instagram.com/violettbkk/
Nineteens Up (Silom),"Silom party room mixing Thai pop, EDM and hip‑hop with affordable drink deals and a casual, dance‑anywhere vibe. It skews younger and gets especially busy on Friday and Saturday. Early entry helps if you want a table near the floor.",https://www.facebook.com/nineteensup/
ONYX 2.2 (RCA),A secondary hall within the ONYX complex activated for special guest nights and brand takeovers. Expect the same festival‑ready production values on a smaller footprint. Schedules vary—watch ONYX’s channels for openings.,https://www.onyxbangkok.com/
Supper Club Bangkok (Soi 11),"Dinner‑plus‑dance concept where late sets flip the room from restaurant to high‑energy club, complete with dancers and DJs. Bottle shows and birthday parades are common on weekends. Reservations recommended for groups.",https://www.instagram.com/supperclubbkk/
HOBS Ekkamai & Beats,Beer‑hall brand’s party offshoot hosting DJ‑led club nights with commercial dance and throwback hits—more party club than craft bar on event nights. Check the calendar for late finishes and themed sets. Casual dress; mixed local and expat crowd.,https://www.facebook.com/hobs.bkk/
WHITE PARTY Bangkok (pop-up club nights),"Asia’s landmark circuit‑party brand that stages multi‑room, DJ‑driven club nights in Bangkok with international headliners and immersive production. Events happen in large venues rather than a fixed club, but define the city’s LGBTQ+ dance calendar. Tickets and themes are announced months ahead.",https://www.whitepartybangkok.com/
TRASHER Bangkok (pop party nights),"Cult pop‑party promoters who convert venues into sing‑along dance clubs with era‑themed nights and camp visuals. Not a fixed venue but a reliable source of jam‑packed club events across the city. Expect queues, costumes and light‑hearted chaos.",https://www.facebook.com/TRASHERBKK/
ONYX ARENA (special events),"Large‑format special‑event setup within RCA used for touring EDM acts and festival tie‑ins, with extended staging and capacity. Dates are irregular but draw thousands when announced. Follow ONYX channels for ticket drops and set times.",https://www.onyxbangkok.com/
SPACEPLUS Lab (special concepts),"Side‑concept nights under the SPACEPLUS banner focused on niche genres, guest takeovers and branded experiences within the main complex. Production remains top‑tier; music can range from trance to bass. Schedules post first on the venue’s social feeds.",https://spaceplus.co/bangkok
DESTINY Club (Ratchada),"Thai‑style dance club with live singers alternating with DJ sets, known for table parades, lasers and high‑volume sound. The crowd is mostly local with celebratory group energy. It sits on the Ratchada strip alongside other big entertainment rooms.",https://www.facebook.com/destinyclubratchada/
SPACEPLUS Theater Nights,"Occasional theater‑style show nights inside SPACEPLUS featuring choreographed dancers and guest vocalists. These nights feel like a hybrid concert‑club experience, with seating options added. Watch the venue’s pages for announcements.",https://spaceplus.co/bangkok
Arena X (Thonglor),A Soi 10‑area party room built for MC‑driven hip‑hop and Thai pop with a streetwear‑heavy crowd. Expect packed floors after midnight and bottle‑led service dynamics. Frequent artist appearances are publicized on socials.,https://www.instagram.com/arenax.bkk/
Bobo The Club (legacy brand nights),"Soi 11 legacy club brand that continues via branded nights and collaborations within newer venues on the strip. Expect commercial dance, hip‑hop and show elements when the brand pops up. Follow the tag for dates and host venues.",https://www.instagram.com/bobobangkok/
ONYX x S2O Nights,"Seasonal wet‑and‑wild collab parties tied to Bangkok’s S2O festival brand, staged inside club confines with water‑themed effects. These limited runs bring festival energy indoors. Tickets and tables sell out early.",https://www.onyxbangkok.com/
SPACEPLUS Hardstyle Sessions,Occasional harder‑edged nights in the SPACEPLUS program featuring hardstyle and fast‑tempo genres for dedicated fans. Expect synchronized lighting and laser programming tailored to the BPM. Announced intermittently across 2025.,https://spaceplus.co/bangkok
BANGKOK INVADERS (promoter nights),"Long‑running hip‑hop promoter collective whose branded club nights fill dance floors citywide, from Soi 11 to Thonglor. Not a fixed venue, but a reliable sign of a big party wherever they land. Lineups combine residents and international guests.",https://www.facebook.com/bangkokinvaders/
